-0.76975656,0.93063915,0.446437,0.8157215,0.95620394,0.37939417
-0.56275314,0.56041193,0.39381897,0.6993983,0.91908205,0.3248601
-0.1825338,0.32622182,0.054860353,0.5376215,0.7941356,0.5217396
0.0036299229,0.16690421,0.1354773,0.34640706,0.6093327,0.60970974
-0.26636827,-0.047968328,0.10501099,0.14612198,0.39032865,0.46192837
-0.26055545,-0.286255,-0.026607394,0.007419586,0.08243191,0.40273964
-0.1930477,0.39920127,0.06535268,-0.20134556,-0.2128228,0.799181
-0.35355926,-0.22301382,0.59077954,-0.3489102,-0.6065646,0.93910956
0.74140096,-0.1755501,0.6853039,-0.34012103,0.22275996,0.8963592
0.73191845,-0.17049271,0.61073315,0.11874843,0.3501854,0.6329737
0.635221,-0.48164737,0.50932217,0.050095797,0.09354949,0.5013875
0.8775284,-0.6395388,0.41606987,-0.44978797,0.06991291,0.8413986
0.7132546,-0.8445154,0.59443176,-0.39933193,0.097706676,0.8895972
0.6392298,-0.7817643,0.5702915,-0.23348188,0.15825093,0.8084681
0.65782356,-0.86856437,0.5233512,-0.10481727,0.3218372,0.76394296
0.71279716,-0.9477196,0.4322145,0.02475977,0.49352336,0.77343416
0.6798451,-0.9640276,0.37132382,0.058522224,0.5854614,0.7437185
0.54675174,-0.9640276,0.28112864,-0.100664794,0.56596637,0.72720456
0.09336877,-0.9488321,0.17999744,-0.88753754,-0.019636571,0.48884213
-0.122949004,-0.9086702,-0.0028842688,-0.9254243,-0.15322804,0.51020145
-0.4536121,-0.9334313,0.09123504,-0.9415583,-0.24911112,0.7198689
-0.9640276,-0.49339294,-0.70450443,-0.9640276,-0.80054325,0.23600721
-0.94944966,-0.71857995,0.06469059,-0.7947209,-0.050676644,0.15505338
-0.9372794,-0.57700163,0.01892972,-0.8293858,-0.28519356,-0.024475098
-0.9451363,-0.61792,-0.10178459,-0.9013811,-0.50060594,0.031104803
-0.9474582,-0.6152174,-0.15154809,-0.90180224,-0.58195275,0.10958052
-0.94882184,-0.7105484,-0.1862489,-0.91425985,-0.6789382,0.18934
-0.93254024,-0.81496376,-0.15173793,-0.91853076,-0.72498226,0.23123693
-0.8847243,-0.8581664,-0.026328146,-0.8775954,-0.6893671,0.23045039
-0.84877264,-0.8850364,0.15536582,-0.85539347,-0.66221815,0.23236442
-0.86345696,-0.8322698,-0.120613575,-0.9118662,-0.53851557,0.36586
-0.81807035,-0.774945,-0.0683285,-0.931623,-0.4909929,0.20270467
-0.82599044,-0.66395384,-0.15195131,-0.9348449,-0.4769926,-0.080599904
-0.78944105,-0.6786919,0.39302266,0.07592738,-0.49551123,-0.62292606
0.13670635,-0.8295015,0.80120397,0.96402764,0.34721494,-0.6314829
-0.51973855,0.08456695,0.082389355,0.40865052,-0.083507776,-0.9385919
-0.6772512,-0.33359116,0.1265012,0.0017147064,-0.19663668,-0.5990196
-0.43097103,-0.100939214,0.35359693,0.07548356,0.034992218,-0.280066
-0.63457626,-0.09255886,-0.12460965,0.092158556,0.24361515,0.20957828
-0.89729095,-0.34965366,0.083774805,0.23699403,0.3904457,0.34665
-0.9307305,-0.46540546,0.12512088,0.38750637,0.5025902,0.44340825
-0.8140516,-0.7857236,0.34758115,0.576154,0.45661235,0.6907599
0.9434254,0.086483955,0.96402764,0.8322438,-0.5009321,-0.60517454
0.73363423,0.67547715,0.9483563,0.6618366,0.14237511,-0.35319102
0.8236501,0.6421356,0.9423437,0.55871105,-0.0078086853,-0.24468601
0.7711754,0.35318053,0.95358324,0.5504627,-0.10049796,-0.10120463
0.22000241,0.115330815,0.8086778,0.5759487,0.059200287,0.049052835
-0.40082347,-0.46704352,0.66139877,0.5804688,-0.0058666468,0.18260276
-0.68969315,-0.93372107,0.77526057,0.843369,0.26840115,0.34786832
-0.8734046,-0.9125613,-0.60192746,0.35762954,-0.8448444,0.666064
-0.87092716,-0.85837704,-0.5146919,-0.0473215,-0.9599781,0.70688796
